artist|cleaned genre|original genre
STEVE & EYDIE|pop|classic pop
BAJA MARIMBA BAND|jazz|jazz
CRYSTALS|rock|progressive rock
DIPLOMATS|hip-hop|rap
COOKIES|pop|c-pop
GIRLFRIENDS|rock|math rock
ANNA KING|rnb / soul|soul
THE DREW-VELS|all|all
THE CRAMPTON SISTERS|rnb / soul|soul
THE CARAVELLES|pop|pop
THE DEVOTIONS|doo wop|doo wop
MR. ACKER BILK|jazz|jazz
SHEP AND THE LIMELITES|vocal|vocal
THERESA LINDSEY|northern soul|northern soul
THE MARKETTS|surf|surf
THE RIP CORDS|surf|surf
JIMMY GILMER AND THE FIREBALLS|all|all
JOEY POWERS|pop|male vocalists
THE SINGING NUN|pop|pop
THE COOKIES|pop|60s
THE GIRLFRIENDS|girl groups|girl groups
THE CRESCENTS|rock|black metal
THE ANGELS|pop|60s
THE PYRAMIDS|surf|surf
LINDA BRANNON|rock|rockabilly
GENE THOMAS|pop|pop
THE CHAD MITCHELL TRIO|country / folk|folk
MURRY KELLUM|rock|rock and roll
ANTHONY NEWLEY|pop|pop
DUANE EDDY|rock|rockabilly
THE SECRETS|pop|power pop
PAUL PETERSEN|pop|60s
MILLICENT MARTIN|musical theatre|musical theatre
JACK McDUFF|jazz|jazz
KEN JONES|green street hooligans opening theme|green street hooligans opening theme
THE DYNAMICS|reggae|reggae
DAVID ROCKINGHAM TRIO|rnb / soul|funk
PATTY LACE AND THE PETTICOATS|pop|pop
KEITH COLLEY|spotify|spotify
THE BRIARWOOD SINGERS|bluegrass|bluegrass
CAROL SHAW|pop|pop
THE GALENS|girl group sound|girl group sound
THE ALLISONS|eurovision|eurovision
MAHALIA JACKSON|gospel|gospel
THE ESSEX|pop|60s
ROY TYSON|doo wop|doo wop
DEMETRISS TAPP|pop|female vocalists
KENNY BALL AND HIS JAZZMEN|jazz|jazz
BROOK BENTON|rnb / soul|soul
PATTI LaBELLE AND HER BLUE BELLES|rnb / soul|soul
DEBBIE DOVALE|pop|pop
ED BRUCE|country / folk|country
LITTLE EVA|pop|60s
VITO AND THE SALUTATIONS|doo wop|doo wop
JACK NITZSCHE|soundtrack|soundtrack
GEORGE HAMILTON IV|country / folk|country
JAMES DAVIS|rnb / soul|soul
DICK DALE AND THE DEL-TONES|rock|surf rock
GEORGE HAMILTON|pop|male vocalists
SUNNY AND THE SUNGLOWS|rnb / soul|soul
THE CHARMETTES|pop|female vocalists
THE JAYNETTES|pop|pop
RUSTY DRAPER|country / folk|country
THE JAYNETTS|pop|pop
ERNEST ASHWORTH|country / folk|country
THE BUSTERS|ska|ska
HANK SNOW|country / folk|country
TERESA BREWER|pop|50s
THE SHUT DOWNS|surf|surf
THE FLARES|rnb / soul|soul
DONALD JENKINS AND THE DELIGHTERS|rnb / soul|soul
THE HEARTS|doo wop|doo wop
INEZ FOXX|rnb / soul|soul
THE RAN-DELLS|doo wop|doo wop
JIMMY DURANTE|jazz|jazz
ALICE WONDER LAND|spotify|spotify
JOE PERKINS|r&b|r&b
JOHNNY COPELAND|rock|blues
THE AMES BROTHERS|pop|50s
INEZ FOXX with CHARLIE FOXX|rnb / soul|soul
THE SAFARIS|doo wop|doo wop
ANNETTE|acid house|acid house
AL CASEY|surf|surf
KAI WINDING AND ORCHESTRA|jazz|jazz
THE ARDELLS|all|all
THE IDEALS|northern soul|northern soul
THE FABULOUS CONTINENTALS|pop|60s
JIMMY READ|rock|blues
GEORGE MAHARIS|actor|actor
DIANE RAY|pop|pop
JACK NITSCHE|soundtrack|soundtrack
KYU SAKAMOTO|japanese|japanese
PERCY FAITH AND HIS ORCHESTRA|easy listening|easy listening
T.K. HULIN|pop|swamp pop
RICKY ALLEN|rnb / soul|soul
JIM LOWE|pop|50s
GENE McDANIELS|rnb / soul|soul
BOBBY COMSTOCK AND THE COUNTS|rock|rock and roll
KENNY BURRELL & JIMMY SMITH|jazz|jazz
JAY WIGGINS|spotify|spotify
ANDREA CARROLL|pop|female vocalists
DUANE EDDY AND THE REBELETTES|rock|rockabilly
THE KING PINS|surf|surf
RONNIE AND THE HI-LITES|pop|oldies
THE VICTORIANS|pop|pop
THE RIP CHORDS|surf|surf
JOHNNY CASWELL|northern soul|northern soul
CHRIS KENNER|rnb / soul|soul
BETTY LOGAN|northern soul|northern soul
THE ROOFTOP SINGERS|country / folk|folk
THE BLENDERS|rnb / soul|soul
THE DARTELLS|pop|60s
JOHNNY CYMBAL|rock|rockabilly
JOEY DEE|rock|rock n roll
JOANIE SOMMERS|pop|pop
TAMMY MONTGOMERY|rnb / soul|soul
JIMMY SOUL|rnb / soul|soul
PERCY MAYFIELD|rock|blues
MARCY JO|pop|60s
THE CLOVERS|doo wop|doo wop
DEE DEE SHARPE|rnb / soul|soul
THE CUPIDS|pop|oldies
THE FIVE DU-TONES|rnb / soul|soul
LINK WRAY AND HIS RAY MEN|rock|rockabilly
BOBBY GREGG|rock|rock
KIRBY ST. ROMAIN|spotify|spotify
THE ROCKY FELLERS|rock|rock and roll
COUNT BASIE|jazz|jazz
BOBB B. SOXX AND THE BLUE JEANS|pop|60s
BOB MOORE AND HIS ORCHESTRA|pop|60s
THE BLENDTONES|rock|rock and roll
BOBBY PICKETT|pop|pop
JACKIE WILSON|rnb / soul|soul
POOKIE HUDSON|northern soul|northern soul
RONNIE CARROLL|pop|pop
THE EARLS|doo wop|doo wop
MATT LUCAS|electronic|electronic
THE ROUTERS|pop|60s
BILL JUSTIS|rock|rock and roll
THE ELEKTRAS|pop|pop
RAY BARRETTO|salsa|salsa
COOKIE AND HIS CUPCAKES|pop|swamp pop
CHANTAY'S|surf|surf
THE SHACKLEFORDS|pop|pop
JOEY DEE AND THE STARLITERS|rock|organ rock
JAMES GILREATH|country / folk|country
DINAH WASHINGTON|jazz|jazz
HAWKSHAW HAWKINS|country / folk|country
THE PETE JOLLY TRIO AND FRIENDS|jazz|jazz
THE RIVINGTONS|doo-wop|doo-wop
SHELLEY FABARES|pop|pop
MIKE CLIFFORD|all|all
THE SHERRYS|pop|pop
BILL PURSELL|instrumental|instrumental
KENNY CHANDLER|all|all
JO ANN CAMPBELL|rock|rockabilly
LESTER FLATT|bluegrass|bluegrass
LES McCANN|jazz|jazz
ROY HAMILTON|rnb / soul|soul
THE PERCELLS|pop|60s
BILL PURCELL|pop|piano 60-s
LITTLE ESTHER PHILLIPS|rnb / soul|soul
THE BELMONTS|doo wop|doo wop
LOUIS JORDAN|jazz|jazz
THE DELCOS|rnb / soul|soul
THE SPRINGFIELDS|sarah records|sarah records
THE REBELS|reggae|reggae
GEORGE McCURN|pop|pop
THE ARTHUR LYMAN GROUP|lounge|lounge
BOB B. SOXX AND THE BLUE JEANS|pop|60s
THE VICEROYS|reggae|reggae
THE VINCE GUARALDI TRIO|jazz|jazz
THE VALENTINOS (THE LOVERS)|australian|australian
CARL BUTLER|country / folk|country
KITTY KALLEN|pop|female vocalists
RAL DONNER|rock|rock and roll
MOLLY BEE|pop|oldies
THE CANNONBALL ADDERLEY SEXTET|jazz|jazz
HARMONICA FATS|rock|rock and roll
APRIL STEVENS AND NINO TEMPO|pop|pop
JOE HARNELL AND HIS ORCHESTRA|jazz|jazz
BOBBY COMSTOCK|pop|60s
BOBBY CALLENDER|psychedelic|psychedelic
MARCIE BLANE|pop|60s
HERBIE HANCOCK with FREDDIE HUBBARD|jazz|jazz
MICHAEL CLARK|jazz|jazz
HARVEY|seen live|seen live
THE CRICKETS|pop|50s
THE TORNADOES|rock|surf rock
THE DAVE BRUBECK QUARTET|jazz|jazz
THE DEMENSIONS|pop|oldies
LITTLE ESTHER PHILLIPS|rnb / soul|soul
THE RUMBLERS|surf|surf
CARLO|minimal|minimal
SANDY STEWART|jazz|jazz
THE PASTEL SIX|surf|surf
THE ALLEY CATS|punk|punk
THE RIBBONS|girl groups|girl groups
JACKIE SHANE|rnb / soul|soul
LESTER FLATT, EARL SCRUGGS & THE FOGGY MOUNTAIN BOYS|bluegrass|bluegrass
THE FURYS|pop|60s
BOB B. SOX AND THE BLUE JEANS|pop|60s
THE CHAMPS|pop|oldies
THE CRESTS|doo wop|doo wop
JERRY LANDIS|paul simon|paul simon
LONNIE RUSS|rock|rock and roll
DANNY AND THE JUNIORS|rock|rock and roll
CHARLIE BYRD|jazz|jazz
BILLY AND THE ESSENTIALS|pop|oldies
COZY COLE|jazz|jazz
THE EXCELLENTS|doo wop|doo wop
THE TOY DOLLS|punk|punk
MARK MURPHY|jazz|jazz
BOBBY (BORIS) PICKETT AND THE CRYPT-KICKERS|pop|pop
STAN GETZ / CHARLIE BYRD|jazz|jazz
MEL TORME|jazz|jazz
RICHARD "POPCORN" WYLIE|rnb / soul|soul
KRIS JENSON|rock|rockabilly
MARK VALENTINO|pop|60s
FRANK SINATRA & SAMMY DAVIS JR.|jazz|jazz
DEAN MARTIN|jazz|jazz
CATHY CARR|pop|60s
THE HARRY SIMEON CHORALE|christmas|christmas
BING CROSBY|jazz|jazz
THE CLEFTONES|doo wop|doo wop
DAVID CARROLL AND HIS ORCHESTRA|easy listening|easy listening
BETTY LaVETT|rnb / soul|soul
BOBBY RYDELL|pop|oldies
PAT THOMAS|free jazz|free jazz
CHARLES BROWN|rock|blues
GUY MITCHELL|country / folk|country
NOLAN STRONG|rnb / soul|soul
THE STRING-A-LONGS|instrumental|instrumental
TRADE MARTIN|patriot|patriot
STAN KENTON|jazz|jazz
WALTER BRENNAN|american|american
KRIS JENSEN|rock|rockabilly
DEAN CHRISTIE|rock|rock n roll
ANN COLE|pop|female vocalists
KAY STARR|jazz|jazz
THE FIESTAS|doo wop|doo wop
BUNKER HILL|rock|rock n roll
BOBBY CURTOLA|pop|oldies
CHIP TAYLOR|country / folk|singer-songwriter
GARY (U.S.) BONDS|pop|oldies
THE ECHOES|doo wop|doo wop
JIMMY RODGERS|country / folk|country
DON AND JUAN|doo wop|doo wop
NELSON RIDDLE AND HIS ORCHESTRA|jazz|jazz
REX ALLEN|country / folk|country
THE SHIRELESS|pop|60s
THE SHONDELLS|pop|60s
CARL BELEW|rock|rockabilly
BOBBY VEE AND THE CRICKETS|pop|oldies
GEORGE CHAKIRIS|jazz|jazz
JIMMY JUSTICE|pop|pop
CLAUDINE CLARK|rnb / soul|soul
DON GARDNER & DEE DEE FORD|rnb / soul|soul
THE WANDERERS|reggae|reggae
GLORIA DENNIS|pop|pop
WANDA JACKSON|rock|rockabilly
BILLY BLAND|rnb / soul|rnb
VALJEAN|les miserables|les miserables
RUTH BROWN|rock|blues
DICK ROMAN|pop|60s
BARBARA GEORGE|rnb / soul|soul
THE BRACELETS|rock|indie
THE CASTELLS|pop|oldies
THE EMBERS|beach music|beach music
DAVID ROSE AND HIS ORCHESTRA|pop|space age pop
VINCE EDWARDS|pop|oldies
THE VELVETS|doo wop|doo wop
JOHNNY BURNETTE|rock|rockabilly
BABS TINO|pop|pop
JOE DOWELL|male|male
EMILIO PERICOLI|italian|italian
LITTLE JOEY AND THE FLIPS|doo wop|doo wop
THE HIGHWAYMAN|country / folk|country
DR. FEELGOOD AND THE INTERNS|pop|pop
CATHY CARROLL|pop|female vocalists
THE CAPRIS|doo wop|doo wop
THE CARROLL BROTHERS|rhythm and blues|rhythm and blues
THE JAMIES|pop|pop
IKE CLANTON|rock|rock n roll
BOBBY LEWIS|pop|60s
JIMMY NORMAN|rnb / soul|funk
TONI FISHER|pop|oldies
THE LaFAYETTES|rock|rock and roll
THE FIVE SATINS|doo wop|doo wop
THE CASTLE SISTERS|pop|60s
JOHN LEE HOOKER|rock|blues
APRIL STEVENS|pop|female vocalists
JANIE GRANT|pop|60s
THE PLAYMATES|pop|pop
NATHANIEL MAYER AND THE FABULOUS TWILIGHTS|pop|funky 16 corners
THE MINIATURE MEN|spotify|spotify
KENNY BALL|jazz|jazz
MAUREEN GRAY|pop|female vocalists
HAYLEY MILLS|disney|disney
ERNIE MARESCA|pop|60s
BERTHA TILLMAN|pop|oldies
THE WILBURN BROTHERS|country / folk|country
LITTLE WILLIE JOHN|rnb / soul|soul
RAY AND BOB|pop|oldies
BENNY SPELLMAN|new orleans|new orleans
JAYE P. MORGAN|jazz|jazz
JOEY DEE AND THE STARLIGHTERS|rock|rock
JAMES RAY|rhythm and blues|rhythm and blues
JOHNNIE MORISETTE|rnb / soul|soul
CHUBBY CHECKER with DEE DEE SHARP|rock|rock and roll
THE CORSAIRS|doo wop|doo wop
DON GIBSON|country / folk|country
THE HIGHWAYMEN|country / folk|country
CLARENCE HENRY|rhythm and blues|rhythm and blues
BIG AL DOWNING|rock|blues
ROD BERNARD|rock|rockabilly
JACK ROSS|pop|pop
B. BUMBLE AND THE STINGERS|pop|60s
JENNELL HAWKINS|rhythm and blues|rhythm and blues
JERRY BYRD|steel guitar|steel guitar
MOE KOFFMAN|jazz|jazz
THE METALLICS|rock|rock and roll
RAY ADAMS|pop|oldies
THE SENSATIONS|reggae|reggae
JOHNNY HORTON|country / folk|country
ANN-MARGARET|rock|rock
BILLY STORM|rock|rock n roll
AL CASEY COMBO|rock|rockabilly
THE CHIPMUNKS with DAVID SEVILLE|comedy|comedy
BIG SAMBO AND THE HOUSE WRECKERS|rock|rock n roll
CURTIS LEE|pop|60s
THE PEARLETTES|scandinavian girls|scandinavian girls
BILLY JOE AND THE CHECKMATES|rock|rock
HUEY SMITH|new orleans|new orleans
THE G-CLEFS|pop|oldies
THE McGUIRE SISTERS|pop|oldies
CHARLIE DRAKE|country / folk|country
THE DUKAYS|pop|pop
THE MARCELS|pop|oldies
McKINLEY MITCHELL|rnb / soul|soul
THE CAROUSELS|pop|indie pop
JOEY DEE AND STARLIGHTERS|rock|rock
THE VIRTUES|rock|rockabilly
DON COSTA|easy listening|easy listening
SHEB WOOLEY|comedy|comedy
JACK B. NIMBLE AND THE QUICKS|rock|rock and roll
THE MAR-KETS|rock|surf rock
HANK BALLARD|rnb / soul|funk
RAY CHARLES & BETTY CARTER|jazz|jazz
ROD McKUEN|country / folk|singer-songwriter
JOHNNY GIBSON|pop|60s
THE MEGATONES|rock|rockabilly
ERNIE K-DOE|rnb / soul|soul
THE QUOTATIONS|doo wop|doo wop
BOBBY EDWARDS|rock|rockabilly
DUANE EDDY AND THE REBELS|rock|rockabilly
BUSTER BROWN|rock|blues
DON SHIRLEY|classical|classical
TICO AND THE TRIUMPHS|paul simon|paul simon
THE CASLONS|pop|60s
SI ZENTNER & HIS ORCHESTRA|jazz|jazz
KENNY DINO|all|all
BROOKE BENTON|rnb / soul|soul
GEORGE|australian|australian
THE VONNAIR SISTERS|pop|50s
DAVE BRUBECK QUARTET|jazz|jazz
HELEN SHAPIRO|pop|60s
THE SIMS TWINS|rnb / soul|soul
FERLIN HUSKY|country / folk|country
JOHNNY PRESTON|pop|60s
BOB CONRAD|all|all
ED TOWNSEND|rnb / soul|soul
ROSEMARY CLOONEY|jazz|jazz
AKI ALEONG|do not use caps you retards|do not use caps you retards
HAYLEY MILLS|disney|disney
JACK SCOTT|rock|rockabilly
THE PENTAGONS|doo wop|doo wop
THE VALADIERS|rnb / soul|motown
THE STEREOS|vocal|vocal
BOB MOORE|pop|60s
THE DUALS|surf|surf
CHAD ALLEN|indiana|indiana
PRINCE LA LA|rnb / soul|soul
FELIX SLATKIN|lounge|lounge
THE LENNON SISTERS|pop|60s
JANIE BLACK|pop|pop
HIGHWAYMEN|country / folk|country
JERRY KELLER|jazz|jazz
THE PARKAYS|r&b|r&b
DEANE HAWLEY|vocal|vocal
JERRY FULLER|rock|rock and roll
LONNIE DONEGAN|skiffle|skiffle
DON SHIRLEY TRIO|jazz|jazz
DREAMLOVERS|rock|rock n roll
FRED DARIAN|soundtrack|soundtrack
JARMELS|doo wop|doo wop
BLUE JAYS|doo wop|doo wop
NINO AND THE EBB TIDES|doo-wop|doo-wop
THE RAYS|doo wop|doo wop
SENSATIONS|pop|60s
KATHY YOUNG AND THE INNOCENTS|rock|rock and roll
KARL HAMMEL JR.|doo-wop|doo-wop
EDEN KANE|pop|60s
THE LY-DELLS|rock|rock and roll
THE HALOS|doo wop|doo wop
MICKEY AND SYLVIA|rhythm and blues|rhythm and blues
THE BOBBETTES|doo wop|doo wop
THE CHORDETTES|pop|50s
LITTLE CAESAR AND THE ROMANS|pop|oldies
HANK LOCKLIN|classic country|classic country
ANDY STEWART|country / folk|folk
RICHARD HAYMAN|moog|moog
THE FORTUNE TELLERS|noise|noise
TINA ROBIN|pop|pop
HANK BALLARD AND THE MIDNIGHTERS|pop|60s
BULL MOOSE JACKSON|rock|blues
TEDDY AND THE CONTINENTALS|doo wop|doo wop
BRUCE BRUNO|doo wop|doo wop
THE CHARMAINES|northern soul|northern soul
GUS BACKUS|schlager|schlager
MARVIN RAINWATER|rock|rockabilly
CLARENCE (FROGMAN) HENRY|rhythm and blues|rhythm and blues
PRELUDES FIVE|doo wop|doo wop
SHIRLEY AND LEE|rhythm and blues|rhythm and blues
MARY ANN FISHER|rhythm and blues|rhythm and blues
THE CRAFTYS|rhythm and blues|rhythm and blues
CURTIS KNIGHT|rock|blues-rock
THE GLEAMS|rhythm and blues|rhythm and blues
RONDELS|surf|surf
CHORDETTES|pop|50s
CORNELL BLAKELY|rnb / soul|soul
DIAMONDS|doo wop|doo wop
JOE BARRY|rock|rock and roll
THE BUTANES|rock|rock and roll
ZORRO|punkabilly|punkabilly
THE AQUATONES|pop|oldies
REGENTS|hardcore|hardcore
ERNIE FIELD'S ORCHESTRA|sax|sax
McGUIRE SISTERS|jazz vocal|jazz vocal
JOHNNY MAESTRO|pop|60s
THE LETTERMAN|pop|oldies
ARTHUR LYMAN GROUP|exotica|exotica
CASTELLS|pop|oldies
CHANTERS|doo wop|doo wop
THE JARMELS|doo wop|doo wop
THE BLUE JAYS|doo wop|doo wop
JOE REISMAN|instrumental|instrumental
PARAGONS|rock|rocksteady
THE PRELUDES FIVE|rock|rock and roll
THE TIME TONES|doo wop|doo wop
DON ROBERTSON|ambient|ambient
THE PIPS|rnb / soul|soul
STARLETS|pop|pop
STRING-A-LONGS|instrumental|instrumental
PHIL UPCHURCH COMBO|all|all
SHEP & THE LIMELITES|doo wop|doo wop
DUKAYS|rnb / soul|soul
JOHNNY AND THE TOKENS|rock|rock and roll
BELMONTS|doo wop|doo wop
NEIL SCOTT|spotify|spotify
DONNIE AND THE DREAMERS|doowop|doowop
RAY ELLIS|soundtrack|soundtrack
THE RONDELS|surf|surf
DICK JACOBS AND HIS ORCHESTRA|serial killer soundtrack|serial killer soundtrack
THE DUCANES|pop|oldies
THE COUSINS|pop|pop
THE ROOMATES|doo wop|doo wop
CLEFTONES|doo wop|doo wop
VELVETS|doo wop|doo wop
ROY DRUSKY|classic country|classic country
BOBBY PARKER|rock|blues
PHIL WILSON|pop|indie pop
THE PARAGONS|rock|rocksteady
BOBBY DARIN AND HIS ORCHESTRA|jazz|jazz
MARATHONS|r&b|r&b
LES PAUL & MARY FORD|jazz|jazz
EDSELS|doo wop|doo wop
FLEETWOODS|pop|oldies
DELACARDOS|rock|rock and roll
THE DIAMONDS|pop|oldies
ALAN DALE|easy listening|easy listening
TEDDY VANN|northern soul|northern soul
ECHOES|post-hardcore|post-hardcore
JORGEN INGMANN|pop|60s
RUSTY AND DOUG|cajun|cajun
JOHNNY AND THE HURRICANES|rock|rockabilly
GOGI GRANT|pop|female vocalists
MARCELS|pop|oldies
ROOMMATES|scotch tapes|scotch tapes
RUSSELL BYRD|boogiewoogieflu|boogiewoogieflu
MARCY JOE|pop|pop
THE DELACARDOS|rock|rock and roll
LOUISE BROWN|country / folk|folk
THE EXCELS|rock|garage rock
THE DEL VIKINGS|doo wop|doo wop
SONNY FULTON|localsupport|localsupport
BARBARA EVANS|pop|60s
BLOSSOMS|seen live|seen live
THE CHANTS|rnb / soul|funk
RALPH MARTERIE|pop|50s
EDITH PIAF|french|french
JIMMY WITTER|rock|rockabilly
WANDERERS|reggae|reggae
CATHY JEAN AND THE ROOMMATES|pop|oldies
THE REGENTS|doo wop|doo wop
LENNY MILES|all|all
THE NEW YORKERS|pop|60s
HARPTONES|doo wop|doo wop
LALE ANDERSON|german|german
MINA|italian|italian
GERRY GRANAHAN|rock|rock and roll
LARRY VERNE|country / folk|country
LIMELITERS|country / folk|folk
THE TIMETONES|doo-wop|doo-wop
THE HARPTONES|doo wop|doo wop
THE FOUR COQUETTES|pop|pop
THE ROBINS|doo wop|doo wop
THE DELTAIRS|rock|rock and roll
ROCHELL AND THE CANDLES|rock|rock and roll
MERV GRIFFIN|easy listening|easy listening
BUZZ CLIFFORD|rock|rock and roll
JOHNNY DANKWORTH|jazz|jazz
KATHY YOUNG & THE INNOCENTS|rock|rock and roll
PENTAGONS|doo wop|doo wop
ROLLERS|surf|surf
THE STARLETS|pop|60s
OSCAR BLACK|hartford|hartford
JEANETTE (BABY) WASHINGTON|rnb / soul|soul
BROWNS|horror punk|horror punk
THE TURBANS|doo wop|doo wop
PAUL DINO|spotify|spotify
MARV JOHNSON|rnb / soul|soul
FRANKIE FORD|rhythm and blues|rhythm and blues
RAL DONNER AND THE STARFIRES|rock|rock and roll
MAURICE WILLIAMS & THE ZODIACS|pop|60s
CLAUDE GRAY|great|great
AUDREY ARNO|french|french
JOE JONES|fluxus|fluxus
BUDDY KNOX|rock|rockabilly
STROLLERS|garage|garage
CAPRIS|japanese|japanese
THE ROLLERS|surf|surf
AUDREY ARNO|french|french
JIMMY JONES|rnb / soul|soul
OTIS WILLIAMS|rnb / soul|soul
THE BLACKWELLS|seen live|seen live
TITUS TURNER|rock|blues
PLAYMATES|punk|punk
SAMMY KAYE AND HIS ORCHESTRA|pop|under 2000 listeners
BILL DOGGETT|jazz|jazz
ETTA JONES|jazz|jazz
FAY SIMMONS|rhythm and blues|rhythm and blues
THE NOMADS|rock|garage rock
MARK DINNING|pop|oldies
THE TEXANS|schlageroldies|schlageroldies
DONNIE BROOKS|pop|oldies
ENCHANTERS|rnb / soul|soul
FRANK POURCEL AND HIS ORCHESTRA|easy listening|easy listening
DICK LEE|singapore|singapore
LOLITA|eurobeat|eurobeat
CHARLIE McCOY|harmonica|harmonica
JACKIE BRENSTEN|rock|blues
ROBIN CLARK|hardstyle|hardstyle
ROSIE AND THE ORIGINALS|pop|oldies
RAMRODS|punk|punk
MITCH MILLER|pop|oldies
THE WILLOWS|doo wop|doo wop
JIMMY CHARLES|pop|60s
LaVERN BAKER|rhythm and blues|rhythm and blues
ERNESTINE ANDERSON|jazz|jazz
JERRY MURAD'S HARMONICATS|harmonica|harmonica
SEVILLES|doo wop|doo wop
THE "5" ROYALES|doo wop|doo wop
MANTOVANI|instrumental|instrumental
LOUIS PRIMA|jazz|swing
DEBBIE DEAN|rnb / soul|soul
THE SHELLS|doo wop|doo wop
THELMA CARPENTER|jazz|jazz
DODIE STEVENS|pop|50s
THE DREAMERS|jazz|jazz
ROBERT AND JOHNNY|doo wop|doo wop
INNOCENTS|hardcore|hardcore
JONI JAMES|jazz|jazz
MAURICE WILLIAMS AND THE ZODIACS|pop|60s
CLEVELAND CROCHET AND BAND|rock|rockabilly
ROYALTONES|surf|surf
MELLO-KINGS|doo wop|doo wop
JEANNE BLACK|pop|pop
FIVE SATINS|doo wop|doo wop
JAMES BOOKER|rock|blues
FREDDIE KING|rock|blues
RONNIE SAVOY|rnb / soul|soul
DAMITO JO|pop|60s
ETTA|etta james|etta james
HARRY SIMEON CHORALE|christmas|christmas
DAVID SEVILLE & THE CHIPMUNKS|comedy|comedy
CHIPMUNKS|christmas|christmas
RAMBLERS|jazz|swing
BLUE DIAMONDS|pop|oldies
GOOGIE RENE|jazz|jazz
BOB LUMAN|rock|rockabilly
DINAH SHORE|jazz|jazz
THE KALIN TWINS|pop|50s
CHARLES WOLCOTT|spotify|spotify
COWBOY COPAS|country / folk|country
BUD|american|american
BOBBY HENDRICKS|rock|rock and roll
PARADONS|doo wop|doo wop
BOBBY DAY|rock|rockabilly
THE UNTOUCHABLES|ska|ska
EUGENE CHURCH|rock|rock and roll
MARK II|electronic|house
BOBBETTES|doo wop|doo wop
RICHIE ALLEN|surf|surf
ERNIE FREEMAN|pop|pop
THE INNOCENTS|pop|power pop
CHARLIE RYAN|rock|rockabilly
AUSTIN TAYLOR|rock|indie
DON COSTA ORCHESTRA|jazz|jazz
RONNIE LOVE AND HIS ORCHESTRA|rnb / soul|soul
KINGSTON TRIO|country / folk|folk
FABIAN|pop|50s
THE HEARTBEATS|doo wop|doo wop
SAFARIS|pop|60s
BOBBY PETERSON|spotify|spotify
THE CHIMES|rnb / soul|soul
RICKY LYONS|rock|rock and roll
BLUE NOTES|african jazz|african jazz
DANTE AND THE EVERGREENS|all|all
TOMMY EDWARDS|pop|50s
IVY THREE|rock|rock and roll
DEMENSIONS|doo wop|doo wop
HOMER AND JETHRO|country / folk|country
SHIRLEY & LEE|rhythm and blues|rhythm and blues
JOHNNIE & JOE|pop|oldies
CRESTS|rnb / soul|soul
THE STATUES|pop|pop
THE FENDERMEN|rock|rockabilly
PILTDOWN MEN|instrumental|instrumental
BETTY JOHNSON|rock|rockabilly
FENDERMEN|rock|rockabilly
NAT KING COLE & STAN KENTON|jazz|jazz
GARY MILES|pop|pop
THE PILTDOWN MEN|instrumental|instrumental
TOMMY SANDS|rock|rock and roll
DENNY REED|rock|rock n roll
HOLLYWOOD ARGYLES|pop|60s
BELL NOTES|pop|oldies
DION & THE BELMONTS|doo wop|doo wop
GARY MILLS|exotica|exotica
FRANKIE LYMON|pop|60s
PAUL EVANS|american|american
PRESTON EPPS|instrumental|instrumental
JON THOMAS|rnb / soul|funk
STATUES|chaotic hardcore|chaotic hardcore
RON HOLDEN|pop|oldies
DINAH WASHINGTON & BROOK BENTON|jazz|jazz
BEAU-MARKS|rock|rock and roll
ROD HOLDEN|pop|oldies
RAY SMITH|rock|rockabilly
SKIP AND FLIP|pop|oldies
ANNIE LAURIE|rock|blues
RED RIVER DAVE|country / folk|country
DOUG WARREN AND THE RAYS|rock|rock and roll
CARL SMITH|country / folk|country
JO ANNE CAMPBELL|rock|rockabilly
ANNETTE AND THE AFTERBEATS|pop|pop
JESSIE HILL|rnb / soul|soul
FREDDIE CANNON|rock|rock and roll
LONNIE SATTIN|jazz|jazz
JAN AND KJELD|schlager|schlager
DION AND THE BELMONTS|doo wop|doo wop
JOHNNY CASH AND THE TENNESSEE TWO|country / folk|country
PERCY FAITH|easy listening|easy listening
SKIP & FLIP|pop|oldies
LITTLE WALTER|rock|blues
CARL DOBKINS JR.|pop|50s
HAROLD DORMAN|pop|50s
MITCHEL TOROK|rock|rockabilly
DOROTHY COLLINS|rock|rock n roll
VIDELS|doo wop|doo wop
THE JESTERS|doo wop|doo wop
THE DIABLOS|doo wop|doo wop
FRANK DeVOL|soundtrack|soundtrack
GARRY MILES|pop|pop
ART MOONEY ORCHESTRA|pop|40s
THE VIDELS|doo wop|doo wop
LARRY BRIGHT|jazz fusion|jazz fusion
RAY BRYANT COMBO|jazz|jazz
EDDIE COCHRAN|rock|rockabilly
ANDREW PREVIN|classical|classical
JUNE VALLI|pop|pop
DEBBIE REYNOLDS|pop|50s
JOHNNY FERGUSON|country / folk|country
THE HOLLYWOOD ARGYLES|doo wop|doo wop
BARRETT STRONG|rnb / soul|soul
COLLAY AND THE SATELLITES|rock|rock and roll
THE BEAU-MARKS|rock|rock and roll
FREDDIE FENDER|country / folk|country
WADE FLEMONS|rnb / soul|soul
THE SINGING BELLES|spotify|spotify
JOE TURNER|rock|blues
SUE RANEY|jazz|jazz
SAMMY MASTERS|rock|rockabilly
LES COMPAGNONS DE LA CHANSON|chanson|chanson
AMES BROTHERS|pop|50s
SAMMY TURNER|pop|60s
SINGING BELLES|doo wop|doo wop
JIVIN GENE|rock|rockabilly
EDDIE QUINTEROS|pop|pop
